# Wavelength [nm]	Power [dBm]
1505.4680000000	-47.2695312000
1505.4700000000	-47.2681400000
1505.4720000000	-47.2652856000
1505.4740000000	-47.2631027000
1505.4760000000	-47.2633252000
1505.4780000000	-47.2672561000
1505.4800000000	-47.2749130000
1505.4820000000	-47.2846113000
1505.4840000000	-47.2919770000
1505.4860000000	-47.2944012000
1505.4880000000	-47.2941495000
1505.4900000000	-47.2986148000
1505.4920000000	-47.3122708000
1505.4940000000	-47.3277168000
1505.4960000000	-47.3333674000
1505.4980000000	-47.3292182000
1505.5000000000	-47.3244970000
1505.5020000000	-47.3228671000
1505.5040000000	-47.3242180000
1505.5060000000	-47.3279866000
1505.5080000000	-47.3336714000
1505.5100000000	-47.3408605000
1505.5120000000	-47.3454049000
1505.5140000000	-47.3443440000
1505.5160000000	-47.3436759000
1505.5180000000	-47.3478394000
1505.5200000000	-47.3536039000
1505.5220000000	-47.3571419000
1505.5240000000	-47.3561435000
1505.5260000000	-47.3535918000
1505.5280000000	-47.3527582000
1505.5300000000	-47.3487977000
1505.5320000000	-47.3409419000
1505.5340000000	-47.3365732000
1505.5360000000	-47.3378146000
1505.5380000000	-47.3410841000
1505.5400000000	-47.3461346000
1505.5420000000	-47.3519540000
1505.5440000000	-47.3548260000
1505.5460000000	-47.3557902000
1505.5480000000	-47.3559935000
1505.5500000000	-47.3542160000
1505.5520000000	-47.3486132000
1505.5540000000	-47.3403672000
1505.5560000000	-47.3355816000
1505.5580000000	-47.3377525000
1505.5600000000	-47.3452793000
1505.5620000000	-47.3540579000
1505.5640000000	-47.3569124000
1505.5660000000	-47.3521906000
1505.5680000000	-47.3450710000
1505.5700000000	-47.3403488000
1505.5720000000	-47.3420795000
1505.5740000000	-47.3476635000
1505.5760000000	-47.3507455000
1505.5780000000	-47.3497220000
1505.5800000000	-47.3494224000
1505.5820000000	-47.3532019000
1505.5840000000	-47.3563596000
1505.5860000000	-47.3575615000
1505.5880000000	-47.3625318000
1505.5900000000	-47.3719100000
1505.5920000000	-47.3830823000
1505.5940000000	-47.3891415000
1505.5960000000	-47.3891120000
1505.5980000000	-47.3891514000
1505.6000000000	-47.3906418000
1505.6020000000	-47.3932014000
1505.6040000000	-47.3906834000
1505.6060000000	-47.3845818000
1505.6080000000	-47.3832297000
1505.6100000000	-47.3863315000
1505.6120000000	-47.3926419000
1505.6140000000	-47.4033998000
1505.6160000000	-47.4155492000
1505.6180000000	-47.4230572000
1505.6200000000	-47.4250243000
1505.6220000000	-47.4244279000
1505.6240000000	-47.4230079000
1505.6260000000	-47.4217739000
1505.6280000000	-47.4194232000
1505.6300000000	-47.4139048000
1505.6320000000	-47.4078075000
1505.6340000000	-47.4041332000
1505.6360000000	-47.4047938000
1505.6380000000	-47.4065986000
1505.6400000000	-47.4039459000
1505.6420000000	-47.3971731000
1505.6440000000	-47.3925565000
1505.6460000000	-47.3933973000
1505.6480000000	-47.3945102000
1505.6500000000	-47.3930332000
1505.6520000000	-47.3891493000
1505.6540000000	-47.3828998000
1505.6560000000	-47.3746614000
1505.6580000000	-47.3644256000
1505.6600000000	-47.3534557000
1505.6620000000	-47.3454096000
1505.6640000000	-47.3419553000
1505.6660000000	-47.3438820000
1505.6680000000	-47.3506820000
1505.6700000000	-47.3589585000
1505.6720000000	-47.3605813000
1505.6740000000	-47.3503618000
1505.6760000000	-47.3369545000
1505.6780000000	-47.3335748000
1505.6800000000	-47.3390455000
1505.6820000000	-47.3421099000
1505.6840000000	-47.3404545000
1505.6860000000	-47.3364269000
1505.6880000000	-47.3330998000
1505.6900000000	-47.3318149000
1505.6920000000	-47.3299234000
1505.6940000000	-47.3253964000
1505.6960000000	-47.3217204000
1505.6980000000	-47.3234403000
1505.7000000000	-47.3303895000
1505.7020000000	-47.3364718000
1505.7040000000	-47.3376601000
1505.7060000000	-47.3358058000
1505.7080000000	-47.3328480000
1505.7100000000	-47.3303899000
1505.7120000000	-47.3276152000
1505.7140000000	-47.3245926000
1505.7160000000	-47.3230641000
1505.7180000000	-47.3235981000
1505.7200000000	-47.3244944000
1505.7220000000	-47.3224978000
1505.7240000000	-47.3186977000
1505.7260000000	-47.3159120000
1505.7280000000	-47.3147766000
1505.7300000000	-47.3144773000
1505.7320000000	-47.3095654000
1505.7340000000	-47.2979825000
1505.7360000000	-47.2868477000
1505.7380000000	-47.2803006000
1505.7400000000	-47.2762748000
1505.7420000000	-47.2728884000
1505.7440000000	-47.2680027000
1505.7460000000	-47.2620570000
1505.7480000000	-47.2585746000
1505.7500000000	-47.2591634000
1505.7520000000	-47.2646274000
1505.7540000000	-47.2740923000
1505.7560000000	-47.2807035000
1505.7580000000	-47.2775619000
1505.7600000000	-47.2668944000
1505.7620000000	-47.2555131000
1505.7640000000	-47.2488265000
1505.7660000000	-47.2460316000
1505.7680000000	-47.2427508000
1505.7700000000	-47.2384426000
1505.7720000000	-47.2331363000
1505.7740000000	-47.2267784000
1505.7760000000	-47.2217397000
1505.7780000000	-47.2216530000
1505.7800000000	-47.2241704000
1505.7820000000	-47.2246965000
1505.7840000000	-47.2233633000
1505.7860000000	-47.2209806000
1505.7880000000	-47.2192496000
1505.7900000000	-47.2199180000
1505.7920000000	-47.2226389000
1505.7940000000	-47.2271038000
1505.7960000000	-47.2302835000
1505.7980000000	-47.2288968000
1505.8000000000	-47.2261870000
1505.8020000000	-47.2264614000
1505.8040000000	-47.2331588000
1505.8060000000	-47.2393135000
1505.8080000000	-47.2357982000
1505.8100000000	-47.2265473000
1505.8120000000	-47.2190051000
1505.8140000000	-47.2152175000
1505.8160000000	-47.2111784000
1505.8180000000	-47.2051319000
1505.8200000000	-47.1996087000
1505.8220000000	-47.1968980000
1505.8240000000	-47.1955592000
1505.8260000000	-47.1940179000
1505.8280000000	-47.1946986000
1505.8300000000	-47.2003346000
1505.8320000000	-47.2094189000
1505.8340000000	-47.2174318000
1505.8360000000	-47.2204457000
1505.8380000000	-47.2186250000
1505.8400000000	-47.2146838000
1505.8420000000	-47.2127241000
1505.8440000000	-47.2112349000
1505.8460000000	-47.2098140000
1505.8480000000	-47.2130097000
1505.8500000000	-47.2161708000
1505.8520000000	-47.2164800000
1505.8540000000	-47.2179518000
1505.8560000000	-47.2222851000
1505.8580000000	-47.2283831000
1505.8600000000	-47.2330314000
1505.8620000000	-47.2341440000
1505.8640000000	-47.2335607000
1505.8660000000	-47.2317228000
1505.8680000000	-47.2249192000
1505.8700000000	-47.2141301000
1505.8720000000	-47.2065505000
1505.8740000000	-47.2042483000
1505.8760000000	-47.2052299000
1505.8780000000	-47.2052685000
1505.8800000000	-47.2037474000
1505.8820000000	-47.2025397000
1505.8840000000	-47.1976649000
1505.8860000000	-47.1898380000
1505.8880000000	-47.1833094000
1505.8900000000	-47.1786529000
1505.8920000000	-47.1755343000
1505.8940000000	-47.1741477000
1505.8960000000	-47.1754795000
1505.8980000000	-47.1783130000
1505.9000000000	-47.1780424000
1505.9020000000	-47.1737076000
1505.9040000000	-47.1658538000
1505.9060000000	-47.1576545000
1505.9080000000	-47.1550363000
1505.9100000000	-47.1592046000
1505.9120000000	-47.1681867000
1505.9140000000	-47.1758629000
1505.9160000000	-47.1777326000
1505.9180000000	-47.1765560000
1505.9200000000	-47.1756885000
1505.9220000000	-47.1749287000
1505.9240000000	-47.1727236000
1505.9260000000	-47.1687534000
1505.9280000000	-47.1649070000
1505.9300000000	-47.1659257000
1505.9320000000	-47.1762385000
1505.9340000000	-47.1911990000
1505.9360000000	-47.1998520000
1505.9380000000	-47.1981994000
1505.9400000000	-47.1892251000
1505.9420000000	-47.1805700000
1505.9440000000	-47.1804991000
1505.9460000000	-47.1866266000
1505.9480000000	-47.1899091000
1505.9500000000	-47.1842751000
1505.9520000000	-47.1690049000
1505.9540000000	-47.1511827000
1505.9560000000	-47.1390949000
1505.9580000000	-47.1342180000
1505.9600000000	-47.1317294000
1505.9620000000	-47.1277574000
1505.9640000000	-47.1220604000
1505.9660000000	-47.1151360000
1505.9680000000	-47.1097414000
1505.9700000000	-47.1049371000
1505.9720000000	-47.0971378000
1505.9740000000	-47.0885413000
1505.9760000000	-47.0817488000
1505.9780000000	-47.0739559000
1505.9800000000	-47.0641160000
1505.9820000000	-47.0558625000
1505.9840000000	-47.0520233000
1505.9860000000	-47.0532408000
1505.9880000000	-47.0530132000
1505.9900000000	-47.0436888000
1505.9920000000	-47.0291529000
1505.9940000000	-47.0181160000
1505.9960000000	-47.0142059000
1505.9980000000	-47.0144788000
1506.0000000000	-47.0115398000
1506.0020000000	-47.0031878000
1506.0040000000	-46.9936068000
1506.0060000000	-46.9892136000
1506.0080000000	-46.9934712000
1506.0100000000	-47.0029964000
1506.0120000000	-47.0103101000
1506.0140000000	-47.0094760000
1506.0160000000	-47.0043592000
1506.0180000000	-47.0036209000
1506.0200000000	-47.0093946000
1506.0220000000	-47.0182281000
1506.0240000000	-47.0247459000
1506.0260000000	-47.0231463000
1506.0280000000	-47.0128945000
1506.0300000000	-47.0015256000
1506.0320000000	-46.9965800000
1506.0340000000	-46.9980863000
1506.0360000000	-47.0008298000
1506.0380000000	-47.0007755000
1506.0400000000	-46.9980503000
1506.0420000000	-46.9945399000
1506.0440000000	-46.9935415000
1506.0460000000	-46.9942935000
1506.0480000000	-46.9924209000
1506.0500000000	-46.9860228000
1506.0520000000	-46.9748570000
1506.0540000000	-46.9633830000
1506.0560000000	-46.9565363000
1506.0580000000	-46.9542810000
1506.0600000000	-46.9542363000
1506.0620000000	-46.9538634000
1506.0640000000	-46.9507568000
1506.0660000000	-46.9446261000
1506.0680000000	-46.9395762000
1506.0700000000	-46.9374190000
1506.0720000000	-46.9365574000
1506.0740000000	-46.9372614000
1506.0760000000	-46.9381988000
1506.0780000000	-46.9352329000
1506.0800000000	-46.9281645000
1506.0820000000	-46.9236463000
1506.0840000000	-46.9258083000
1506.0860000000	-46.9284180000
1506.0880000000	-46.9256152000
1506.0900000000	-46.9198841000
1506.0920000000	-46.9129213000
1506.0940000000	-46.9039030000
1506.0960000000	-46.8940765000
1506.0980000000	-46.8862176000
1506.1000000000	-46.8830785000
1506.1020000000	-46.8857640000
1506.1040000000	-46.8922385000
1506.1060000000	-46.8969120000
1506.1080000000	-46.8953866000
1506.1100000000	-46.8875122000
1506.1120000000	-46.8769374000
1506.1140000000	-46.8699255000
1506.1160000000	-46.8682409000
1506.1180000000	-46.8669847000
1506.1200000000	-46.8647540000
1506.1220000000	-46.8658026000
1506.1240000000	-46.8703101000
1506.1260000000	-46.8733966000
1506.1280000000	-46.8714174000
1506.1300000000	-46.8651435000
1506.1320000000	-46.8591248000
1506.1340000000	-46.8550037000
1506.1360000000	-46.8510755000
1506.1380000000	-46.8499482000
1506.1400000000	-46.8551909000
1506.1420000000	-46.8628205000
1506.1440000000	-46.8673687000
1506.1460000000	-46.8697261000
1506.1480000000	-46.8717018000
1506.1500000000	-46.8737150000
1506.1520000000	-46.8762401000
1506.1540000000	-46.8780321000
1506.1560000000	-46.8795434000
1506.1580000000	-46.8798830000
1506.1600000000	-46.8777257000
1506.1620000000	-46.8738900000
1506.1640000000	-46.8700826000
1506.1660000000	-46.8680285000
1506.1680000000	-46.8669770000
1506.1700000000	-46.8678211000
1506.1720000000	-46.8718156000
1506.1740000000	-46.8763933000
1506.1760000000	-46.8784883000
1506.1780000000	-46.8787987000
1506.1800000000	-46.8783821000
1506.1820000000	-46.8770956000
1506.1840000000	-46.8742900000
1506.1860000000	-46.8676045000
1506.1880000000	-46.8617358000
1506.1900000000	-46.8623253000
1506.1920000000	-46.8632939000
1506.1940000000	-46.8592884000
1506.1960000000	-46.8525395000
1506.1980000000	-46.8477357000
1506.2000000000	-46.8466394000
1506.2020000000	-46.8463872000
1506.2040000000	-46.8447041000
1506.2060000000	-46.8416463000
1506.2080000000	-46.8373370000
1506.2100000000	-46.8322658000
1506.2120000000	-46.8288590000
1506.2140000000	-46.8307709000
1506.2160000000	-46.8360581000
1506.2180000000	-46.8358080000
1506.2200000000	-46.8273855000
1506.2220000000	-46.8159646000
1506.2240000000	-46.8082971000
1506.2260000000	-46.8090363000
1506.2280000000	-46.8178895000
1506.2300000000	-46.8280681000
1506.2320000000	-46.8307492000
1506.2340000000	-46.8262574000
1506.2360000000	-46.8209469000
1506.2380000000	-46.8199983000
1506.2400000000	-46.8242258000
1506.2420000000	-46.8296580000
1506.2440000000	-46.8327092000
1506.2460000000	-46.8335368000
1506.2480000000	-46.8345680000
1506.2500000000	-46.8376017000
1506.2520000000	-46.8425122000
1506.2540000000	-46.8476287000
1506.2560000000	-46.8510345000
1506.2580000000	-46.8504890000
1506.2600000000	-46.8459309000
1506.2620000000	-46.8403471000
1506.2640000000	-46.8365343000
1506.2660000000	-46.8344765000
1506.2680000000	-46.8316091000
1506.2700000000	-46.8262335000
1506.2720000000	-46.8185087000
1506.2740000000	-46.8123988000
1506.2760000000	-46.8100833000
1506.2780000000	-46.8087525000
1506.2800000000	-46.8061804000
1506.2820000000	-46.7996260000
1506.2840000000	-46.7885531000
1506.2860000000	-46.7781882000
1506.2880000000	-46.7728226000
1506.2900000000	-46.7699903000
1506.2920000000	-46.7667622000
1506.2940000000	-46.7651277000
1506.2960000000	-46.7660516000
1506.2980000000	-46.7659342000
1506.3000000000	-46.7624639000
1506.3020000000	-46.7572030000
1506.3040000000	-46.7533645000
1506.3060000000	-46.7542717000
1506.3080000000	-46.7598018000
1506.3100000000	-46.7655452000
1506.3120000000	-46.7663806000
1506.3140000000	-46.7611559000
1506.3160000000	-46.7531060000
1506.3180000000	-46.7467519000
1506.3200000000	-46.7435552000
1506.3220000000	-46.7410769000
1506.3240000000	-46.7376570000
1506.3260000000	-46.7341150000
1506.3280000000	-46.7324108000
1506.3300000000	-46.7328166000
1506.3320000000	-46.7346849000
1506.3340000000	-46.7379336000
1506.3360000000	-46.7405316000
1506.3380000000	-46.7398093000
1506.3400000000	-46.7368289000
1506.3420000000	-46.7362175000
1506.3440000000	-46.7373969000
1506.3460000000	-46.7353349000
1506.3480000000	-46.7309514000
1506.3500000000	-46.7303051000
1506.3520000000	-46.7367902000
1506.3540000000	-46.7466201000
1506.3560000000	-46.7534760000
1506.3580000000	-46.7592256000
1506.3600000000	-46.7671682000
1506.3620000000	-46.7761909000
1506.3640000000	-46.7852091000
1506.3660000000	-46.7918107000
1506.3680000000	-46.7950345000
1506.3700000000	-46.7957805000
1506.3720000000	-46.7953495000
1506.3740000000	-46.7956010000
1506.3760000000	-46.7964922000
1506.3780000000	-46.7954926000
1506.3800000000	-46.7923761000
1506.3820000000	-46.7890363000
1506.3840000000	-46.7855987000
1506.3860000000	-46.7813826000
1506.3880000000	-46.7734843000
1506.3900000000	-46.7612941000
1506.3920000000	-46.7509547000
1506.3940000000	-46.7461506000
1506.3960000000	-46.7465327000
1506.3980000000	-46.7494360000
1506.4000000000	-46.7481259000
1506.4020000000	-46.7398327000
1506.4040000000	-46.7319664000
1506.4060000000	-46.7283000000
1506.4080000000	-46.7266605000
1506.4100000000	-46.7235417000
1506.4120000000	-46.7149824000
1506.4140000000	-46.7043585000
1506.4160000000	-46.6993704000
1506.4180000000	-46.7026549000
1506.4200000000	-46.7094458000
1506.4220000000	-46.7139770000
1506.4240000000	-46.7135507000
1506.4260000000	-46.7100839000
1506.4280000000	-46.7057332000
1506.4300000000	-46.7018253000
1506.4320000000	-46.7001548000
1506.4340000000	-46.6977953000
1506.4360000000	-46.6934669000
1506.4380000000	-46.6905315000
1506.4400000000	-46.6903848000
1506.4420000000	-46.6921806000
1506.4440000000	-46.6938304000
1506.4460000000	-46.6933120000
1506.4480000000	-46.6917476000
1506.4500000000	-46.6930202000
1506.4520000000	-46.6966768000
1506.4540000000	-46.6977337000
1506.4560000000	-46.6938385000
1506.4580000000	-46.6885694000
1506.4600000000	-46.6881898000
1506.4620000000	-46.6926524000
1506.4640000000	-46.6947865000
1506.4660000000	-46.6930390000
1506.4680000000	-46.6938953000
1506.4700000000	-46.7011533000
1506.4720000000	-46.7120717000
1506.4740000000	-46.7198204000
1506.4760000000	-46.7213852000
1506.4780000000	-46.7206363000
1506.4800000000	-46.7196155000
1506.4820000000	-46.7170173000
1506.4840000000	-46.7154114000
1506.4860000000	-46.7171601000
1506.4880000000	-46.7204834000
1506.4900000000	-46.7235521000
1506.4920000000	-46.7263932000
1506.4940000000	-46.7267323000
1506.4960000000	-46.7232694000
1506.4980000000	-46.7207440000
1506.5000000000	-46.7202354000
1506.5020000000	-46.7180843000
1506.5040000000	-46.7124870000
1506.5060000000	-46.7036640000
1506.5080000000	-46.6927225000
1506.5100000000	-46.6821650000
1506.5120000000	-46.6746914000
1506.5140000000	-46.6712602000
1506.5160000000	-46.6708792000
1506.5180000000	-46.6706322000
1506.5200000000	-46.6678218000
1506.5220000000	-46.6643154000
1506.5240000000	-46.6645496000
1506.5260000000	-46.6674353000
1506.5280000000	-46.6686959000
1506.5300000000	-46.6680687000
1506.5320000000	-46.6653685000
1506.5340000000	-46.6608609000
1506.5360000000	-46.6573997000
1506.5380000000	-46.6567276000
1506.5400000000	-46.6588957000
1506.5420000000	-46.6607925000
1506.5440000000	-46.6594997000
1506.5460000000	-46.6575018000
1506.5480000000	-46.6584858000
1506.5500000000	-46.6620582000
1506.5520000000	-46.6634184000
1506.5540000000	-46.6606731000
1506.5560000000	-46.6591955000
1506.5580000000	-46.6623237000
1506.5600000000	-46.6688181000
1506.5620000000	-46.6763786000
1506.5640000000	-46.6806124000
1506.5660000000	-46.6790214000
1506.5680000000	-46.6737489000
1506.5700000000	-46.6703225000
1506.5720000000	-46.6716556000
1506.5740000000	-46.6740302000
1506.5760000000	-46.6744244000
1506.5780000000	-46.6764213000
1506.5800000000	-46.6818430000
1506.5820000000	-46.6887256000
1506.5840000000	-46.6956749000
1506.5860000000	-46.7009944000
1506.5880000000	-46.7047199000
1506.5900000000	-46.7104150000
1506.5920000000	-46.7197499000
1506.5940000000	-46.7293251000
1506.5960000000	-46.7329790000
1506.5980000000	-46.7271487000
1506.6000000000	-46.7210919000
1506.6020000000	-46.7249425000
1506.6040000000	-46.7322828000
1506.6060000000	-46.7349504000
1506.6080000000	-46.7304007000
1506.6100000000	-46.7229982000
1506.6120000000	-46.7218212000
1506.6140000000	-46.7228875000
1506.6160000000	-46.7178710000
1506.6180000000	-46.7103509000
1506.6200000000	-46.7071331000
1506.6220000000	-46.7077605000
1506.6240000000	-46.7107932000
1506.6260000000	-46.7144252000
1506.6280000000	-46.7147855000
1506.6300000000	-46.7118545000
1506.6320000000	-46.7084179000
1506.6340000000	-46.7059226000
1506.6360000000	-46.7038626000
1506.6380000000	-46.7005609000
1506.6400000000	-46.6968847000
1506.6420000000	-46.6945938000
1506.6440000000	-46.6931622000
1506.6460000000	-46.6928722000
1506.6480000000	-46.6920563000
1506.6500000000	-46.6877524000
1506.6520000000	-46.6833391000
1506.6540000000	-46.6834557000
1506.6560000000	-46.6871489000
1506.6580000000	-46.6911628000
1506.6600000000	-46.6915614000
1506.6620000000	-46.6904895000
1506.6640000000	-46.6965251000
1506.6660000000	-46.7091062000
1506.6680000000	-46.7179270000
1506.6700000000	-46.7183626000
1506.6720000000	-46.7168678000
1506.6740000000	-46.7205755000
1506.6760000000	-46.7279957000
1506.6780000000	-46.7329406000
1506.6800000000	-46.7342670000
1506.6820000000	-46.7366892000
1506.6840000000	-46.7427562000
1506.6860000000	-46.7518969000
1506.6880000000	-46.7615692000
1506.6900000000	-46.7674347000
1506.6920000000	-46.7646855000
1506.6940000000	-46.7584013000
1506.6960000000	-46.7563798000
1506.6980000000	-46.7564008000
1506.7000000000	-46.7576018000
1506.7020000000	-46.7602558000
1506.7040000000	-46.7637225000
1506.7060000000	-46.7681658000
1506.7080000000	-46.7716354000
1506.7100000000	-46.7733280000
1506.7120000000	-46.7751607000
1506.7140000000	-46.7762116000
1506.7160000000	-46.7746897000
1506.7180000000	-46.7725186000
1506.7200000000	-46.7720448000
1506.7220000000	-46.7731205000
1506.7240000000	-46.7736395000
1506.7260000000	-46.7726088000
1506.7280000000	-46.7706565000
1506.7300000000	-46.7697913000
1506.7320000000	-46.7697170000
1506.7340000000	-46.7686778000
1506.7360000000	-46.7696685000
1506.7380000000	-46.7742108000
1506.7400000000	-46.7782837000
1506.7420000000	-46.7781272000
