# Wavelength [nm]	Power [dBm]
1505.9900000000	-100.0000000000
1505.9920000000	-100.0000000000
1505.9940000000	-100.0000000000
1505.9960000000	-100.0000000000
1505.9980000000	-100.0000000000
1506.0000000000	-100.0000000000
1506.0020000000	-100.0000000000
1506.0040000000	-100.0000000000
1506.0060000000	-100.0000000000
1506.0080000000	-100.0000000000
1506.0100000000	-100.0000000000
1506.0120000000	-100.0000000000
1506.0140000000	-100.0000000000
1506.0160000000	-100.0000000000
1506.0180000000	-100.0000000000
1506.0200000000	-100.0000000000
1506.0220000000	-100.0000000000
1506.0240000000	-100.0000000000
1506.0260000000	-100.0000000000
1506.0280000000	-100.0000000000
1506.0300000000	-100.0000000000
1506.0320000000	-100.0000000000
1506.0340000000	-100.0000000000
1506.0360000000	-100.0000000000
1506.0380000000	-87.0718273000
1506.0400000000	-82.1571273000
1506.0420000000	-100.0000000000
1506.0440000000	-100.0000000000
1506.0460000000	-100.0000000000
1506.0480000000	-100.0000000000
1506.0500000000	-100.0000000000
1506.0520000000	-100.0000000000
1506.0540000000	-100.0000000000
1506.0560000000	-100.0000000000
1506.0580000000	-100.0000000000
1506.0600000000	-100.0000000000
1506.0620000000	-100.0000000000
1506.0640000000	-100.0000000000
1506.0660000000	-100.0000000000
1506.0680000000	-100.0000000000
1506.0700000000	-100.0000000000
1506.0720000000	-100.0000000000
1506.0740000000	-100.0000000000
1506.0760000000	-100.0000000000
1506.0780000000	-100.0000000000
1506.0800000000	-100.0000000000
1506.0820000000	-100.0000000000
1506.0840000000	-100.0000000000
1506.0860000000	-100.0000000000
1506.0880000000	-100.0000000000
1506.0900000000	-100.0000000000
1506.0920000000	-100.0000000000
1506.0940000000	-100.0000000000
1506.0960000000	-100.0000000000
1506.0980000000	-100.0000000000
1506.1000000000	-100.0000000000
1506.1020000000	-100.0000000000
1506.1040000000	-100.0000000000
1506.1060000000	-100.0000000000
1506.1080000000	-100.0000000000
1506.1100000000	-100.0000000000
1506.1120000000	-100.0000000000
1506.1140000000	-100.0000000000
1506.1160000000	-100.0000000000
1506.1180000000	-100.0000000000
1506.1200000000	-100.0000000000
1506.1220000000	-100.0000000000
1506.1240000000	-100.0000000000
1506.1260000000	-100.0000000000
1506.1280000000	-100.0000000000
1506.1300000000	-100.0000000000
1506.1320000000	-100.0000000000
1506.1340000000	-100.0000000000
1506.1360000000	-100.0000000000
1506.1380000000	-100.0000000000
1506.1400000000	-100.0000000000
1506.1420000000	-100.0000000000
1506.1440000000	-100.0000000000
1506.1460000000	-100.0000000000
1506.1480000000	-100.0000000000
1506.1500000000	-100.0000000000
1506.1520000000	-100.0000000000
1506.1540000000	-100.0000000000
1506.1560000000	-100.0000000000
1506.1580000000	-100.0000000000
1506.1600000000	-100.0000000000
1506.1620000000	-100.0000000000
1506.1640000000	-100.0000000000
1506.1660000000	-100.0000000000
1506.1680000000	-100.0000000000
1506.1700000000	-100.0000000000
1506.1720000000	-100.0000000000
1506.1740000000	-100.0000000000
1506.1760000000	-100.0000000000
1506.1780000000	-100.0000000000
1506.1800000000	-100.0000000000
1506.1820000000	-100.0000000000
1506.1840000000	-100.0000000000
1506.1860000000	-100.0000000000
1506.1880000000	-100.0000000000
1506.1900000000	-100.0000000000
1506.1920000000	-100.0000000000
1506.1940000000	-100.0000000000
1506.1960000000	-100.0000000000
1506.1980000000	-100.0000000000
1506.2000000000	-100.0000000000
1506.2020000000	-100.0000000000
1506.2040000000	-100.0000000000
1506.2060000000	-100.0000000000
1506.2080000000	-100.0000000000
1506.2100000000	-100.0000000000
1506.2120000000	-100.0000000000
1506.2140000000	-100.0000000000
1506.2160000000	-100.0000000000
1506.2180000000	-75.3882755000
1506.2200000000	-73.1076581000
1506.2220000000	-74.6094714000
1506.2240000000	-83.4828882000
1506.2260000000	-100.0000000000
1506.2280000000	-100.0000000000
1506.2300000000	-100.0000000000
1506.2320000000	-100.0000000000
1506.2340000000	-100.0000000000
1506.2360000000	-100.0000000000
1506.2380000000	-100.0000000000
1506.2400000000	-100.0000000000
1506.2420000000	-100.0000000000
1506.2440000000	-75.1371422000
1506.2460000000	-73.3446428000
1506.2480000000	-73.9779388000
1506.2500000000	-75.5813429000
1506.2520000000	-76.2732986000
1506.2540000000	-75.3282168000
1506.2560000000	-74.0806290000
1506.2580000000	-74.0975697000
1506.2600000000	-78.2031135000
1506.2620000000	-100.0000000000
1506.2640000000	-100.0000000000
1506.2660000000	-80.3472317000
1506.2680000000	-74.5953003000
1506.2700000000	-72.9016907000
1506.2720000000	-72.9395618000
1506.2740000000	-73.1748309000
1506.2760000000	-72.8530973000
1506.2780000000	-72.4311645000
