# Wavelength [nm]	Power [dBm]
1505.0000000000	-51.9665571000
1505.0020000000	-51.9614156000
1505.0040000000	-51.9597933000
1505.0060000000	-51.9705676000
1505.0080000000	-51.9915341000
1505.0100000000	-52.0053710000
1505.0120000000	-52.0058762000
1505.0140000000	-52.0046675000
1505.0160000000	-52.0169233000
1505.0180000000	-52.0542855000
1505.0200000000	-52.1007773000
1505.0220000000	-52.1273950000
1505.0240000000	-52.1243591000
1505.0260000000	-52.1095986000
1505.0280000000	-52.1085002000
1505.0300000000	-52.1287931000
1505.0320000000	-52.1565859000
1505.0340000000	-52.1703262000
1505.0360000000	-52.1672692000
1505.0380000000	-52.1620588000
1505.0400000000	-52.1593600000
1505.0420000000	-52.1481163000
1505.0440000000	-52.1309985000
1505.0460000000	-52.1216823000
1505.0480000000	-52.1228156000
1505.0500000000	-52.1352830000
1505.0520000000	-52.1502631000
1505.0540000000	-52.1492063000
1505.0560000000	-52.1368959000
1505.0580000000	-52.1420410000
1505.0600000000	-52.1739309000
1505.0620000000	-52.2070025000
1505.0640000000	-52.2113613000
1505.0660000000	-52.1908283000
1505.0680000000	-52.1724169000
1505.0700000000	-52.1595512000
1505.0720000000	-52.1391629000
1505.0740000000	-52.1152719000
1505.0760000000	-52.0908042000
1505.0780000000	-52.0808205000
1505.0800000000	-52.0992341000
1505.0820000000	-52.1263669000
1505.0840000000	-52.1508224000
1505.0860000000	-52.1624039000
1505.0880000000	-52.1551331000
1505.0900000000	-52.1461946000
1505.0920000000	-52.1504184000
1505.0940000000	-52.1653998000
1505.0960000000	-52.1797294000
1505.0980000000	-52.1865008000
1505.1000000000	-52.1869677000
1505.1020000000	-52.1909333000
1505.1040000000	-52.2008845000
1505.1060000000	-52.2086186000
1505.1080000000	-52.2095303000
1505.1100000000	-52.2099117000
1505.1120000000	-52.2156338000
1505.1140000000	-52.2214718000
1505.1160000000	-52.2295776000
1505.1180000000	-52.2363935000
1505.1200000000	-52.2362738000
1505.1220000000	-52.2289632000
1505.1240000000	-52.2126389000
1505.1260000000	-52.1909752000
1505.1280000000	-52.1702415000
1505.1300000000	-52.1559954000
1505.1320000000	-52.1497992000
1505.1340000000	-52.1573496000
1505.1360000000	-52.1725540000
1505.1380000000	-52.1688889000
1505.1400000000	-52.1385030000
1505.1420000000	-52.1000428000
1505.1440000000	-52.0834282000
1505.1460000000	-52.0979731000
1505.1480000000	-52.1148598000
1505.1500000000	-52.1185333000
1505.1520000000	-52.1149029000
1505.1540000000	-52.1085654000
1505.1560000000	-52.1092715000
1505.1580000000	-52.1211663000
1505.1600000000	-52.1338208000
1505.1620000000	-52.1333782000
1505.1640000000	-52.1165665000
1505.1660000000	-52.0988988000
1505.1680000000	-52.0991018000
1505.1700000000	-52.1113275000
1505.1720000000	-52.1165681000
1505.1740000000	-52.1087310000
1505.1760000000	-52.0917593000
1505.1780000000	-52.0841270000
1505.1800000000	-52.1024928000
1505.1820000000	-52.1299628000
1505.1840000000	-52.1367057000
1505.1860000000	-52.1237507000
1505.1880000000	-52.1155920000
1505.1900000000	-52.1313243000
1505.1920000000	-52.1573259000
1505.1940000000	-52.1572584000
1505.1960000000	-52.1257415000
1505.1980000000	-52.0888812000
1505.2000000000	-52.0664247000
1505.2020000000	-52.0668410000
1505.2040000000	-52.0837703000
1505.2060000000	-52.0973294000
1505.2080000000	-52.0995005000
1505.2100000000	-52.0927550000
1505.2120000000	-52.0816934000
1505.2140000000	-52.0745576000
1505.2160000000	-52.0699833000
1505.2180000000	-52.0551322000
1505.2200000000	-52.0268322000
1505.2220000000	-52.0035534000
1505.2240000000	-51.9987390000
1505.2260000000	-51.9944245000
1505.2280000000	-51.9758763000
1505.2300000000	-51.9464643000
1505.2320000000	-51.9252125000
1505.2340000000	-51.9235284000
1505.2360000000	-51.9258546000
1505.2380000000	-51.9237867000
1505.2400000000	-51.9159233000
1505.2420000000	-51.9070109000
1505.2440000000	-51.9086199000
1505.2460000000	-51.9177528000
1505.2480000000	-51.9197070000
1505.2500000000	-51.9088210000
1505.2520000000	-51.8977807000
1505.2540000000	-51.9011257000
1505.2560000000	-51.9086052000
1505.2580000000	-51.8984503000
1505.2600000000	-51.8702039000
1505.2620000000	-51.8390512000
1505.2640000000	-51.8247969000
1505.2660000000	-51.8370637000
1505.2680000000	-51.8578690000
1505.2700000000	-51.8673549000
1505.2720000000	-51.8667338000
1505.2740000000	-51.8622294000
1505.2760000000	-51.8563967000
1505.2780000000	-51.8477200000
1505.2800000000	-51.8357422000
1505.2820000000	-51.8259725000
1505.2840000000	-51.8098005000
1505.2860000000	-51.7901378000
1505.2880000000	-51.7916394000
1505.2900000000	-51.8081516000
1505.2920000000	-51.8065862000
1505.2940000000	-51.7875906000
1505.2960000000	-51.7737770000
1505.2980000000	-51.7683861000
1505.3000000000	-51.7682448000
1505.3020000000	-51.7689876000
1505.3040000000	-51.7593517000
1505.3060000000	-51.7344128000
1505.3080000000	-51.7092927000
1505.3100000000	-51.6976491000
1505.3120000000	-51.6977314000
1505.3140000000	-51.7007785000
1505.3160000000	-51.6940919000
1505.3180000000	-51.6850757000
1505.3200000000	-51.6901619000
1505.3220000000	-51.7116300000
1505.3240000000	-51.7378579000
1505.3260000000	-51.7539819000
1505.3280000000	-51.7504442000
1505.3300000000	-51.7289502000
1505.3320000000	-51.7103283000
1505.3340000000	-51.7028514000
1505.3360000000	-51.7000093000
1505.3380000000	-51.7038857000
1505.3400000000	-51.7161307000
1505.3420000000	-51.7272738000
1505.3440000000	-51.7286006000
1505.3460000000	-51.7117126000
1505.3480000000	-51.6843821000
1505.3500000000	-51.6569584000
1505.3520000000	-51.6338698000
1505.3540000000	-51.6314498000
1505.3560000000	-51.6499406000
1505.3580000000	-51.6605105000
1505.3600000000	-51.6458463000
1505.3620000000	-51.6293989000
1505.3640000000	-51.6302190000
1505.3660000000	-51.6403606000
1505.3680000000	-51.6459816000
1505.3700000000	-51.6390414000
1505.3720000000	-51.6244457000
1505.3740000000	-51.6105493000
1505.3760000000	-51.5982624000
1505.3780000000	-51.5837062000
1505.3800000000	-51.5616213000
1505.3820000000	-51.5371312000
1505.3840000000	-51.5279577000
1505.3860000000	-51.5367710000
1505.3880000000	-51.5429063000
1505.3900000000	-51.5303671000
1505.3920000000	-51.5025107000
1505.3940000000	-51.4835513000
1505.3960000000	-51.4910400000
1505.3980000000	-51.5187666000
1505.4000000000	-51.5485851000
1505.4020000000	-51.5537095000
1505.4040000000	-51.5304921000
1505.4060000000	-51.5035341000
1505.4080000000	-51.4896096000
1505.4100000000	-51.4880828000
1505.4120000000	-51.4861900000
1505.4140000000	-51.4713597000
1505.4160000000	-51.4520126000
1505.4180000000	-51.4469858000
1505.4200000000	-51.4557711000
1505.4220000000	-51.4645926000
1505.4240000000	-51.4671697000
1505.4260000000	-51.4695268000
1505.4280000000	-51.4780973000
1505.4300000000	-51.4912385000
1505.4320000000	-51.5007171000
1505.4340000000	-51.5032170000
1505.4360000000	-51.4999990000
1505.4380000000	-51.4845346000
1505.4400000000	-51.4654167000
1505.4420000000	-51.4592442000
1505.4440000000	-51.4614219000
1505.4460000000	-51.4618782000
1505.4480000000	-51.4620170000
1505.4500000000	-51.4645594000
1505.4520000000	-51.4649930000
1505.4540000000	-51.4585691000
1505.4560000000	-51.4488058000
1505.4580000000	-51.4389489000
1505.4600000000	-51.4288350000
1505.4620000000	-51.4226120000
1505.4640000000	-51.4210784000
1505.4660000000	-51.4172912000
1505.4680000000	-51.4093741000
1505.4700000000	-51.4017165000
1505.4720000000	-51.3962251000
1505.4740000000	-51.3985192000
1505.4760000000	-51.4107488000
1505.4780000000	-51.4202561000
1505.4800000000	-51.4211697000
1505.4820000000	-51.4225314000
1505.4840000000	-51.4329117000
1505.4860000000	-51.4510189000
1505.4880000000	-51.4632442000
1505.4900000000	-51.4693886000
1505.4920000000	-51.4794665000
1505.4940000000	-51.4831578000
1505.4960000000	-51.4797191000
1505.4980000000	-51.4871615000
1505.5000000000	-51.5035040000
1505.5020000000	-51.5088049000
1505.5040000000	-51.5002269000
1505.5060000000	-51.4946054000
1505.5080000000	-51.5018356000
1505.5100000000	-51.5201646000
1505.5120000000	-51.5409825000
1505.5140000000	-51.5519928000
1505.5160000000	-51.5504970000
1505.5180000000	-51.5451380000
1505.5200000000	-51.5397650000
1505.5220000000	-51.5337423000
1505.5240000000	-51.5301884000
1505.5260000000	-51.5267065000
1505.5280000000	-51.5249349000
1505.5300000000	-51.5367404000
1505.5320000000	-51.5514838000
1505.5340000000	-51.5547227000
1505.5360000000	-51.5538061000
1505.5380000000	-51.5538236000
1505.5400000000	-51.5556195000
1505.5420000000	-51.5568898000
1505.5440000000	-51.5521879000
1505.5460000000	-51.5431497000
1505.5480000000	-51.5360621000
1505.5500000000	-51.5417466000
1505.5520000000	-51.5653140000
1505.5540000000	-51.5865466000
1505.5560000000	-51.5826561000
1505.5580000000	-51.5652576000
1505.5600000000	-51.5510717000
1505.5620000000	-51.5328585000
1505.5640000000	-51.5136830000
1505.5660000000	-51.5060529000
1505.5680000000	-51.4983222000
1505.5700000000	-51.4816374000
1505.5720000000	-51.4718857000
1505.5740000000	-51.4787868000
1505.5760000000	-51.4947495000
1505.5780000000	-51.5098723000
1505.5800000000	-51.5150433000
1505.5820000000	-51.5120137000
1505.5840000000	-51.5094918000
1505.5860000000	-51.5042635000
1505.5880000000	-51.4966672000
1505.5900000000	-51.4904175000
1505.5920000000	-51.4884459000
1505.5940000000	-51.4922473000
1505.5960000000	-51.4941691000
1505.5980000000	-51.4875092000
1505.6000000000	-51.4756834000
1505.6020000000	-51.4577289000
1505.6040000000	-51.4305231000
1505.6060000000	-51.4043347000
1505.6080000000	-51.3886323000
1505.6100000000	-51.3780594000
1505.6120000000	-51.3723166000
1505.6140000000	-51.3783811000
1505.6160000000	-51.3805357000
1505.6180000000	-51.3646460000
1505.6200000000	-51.3438757000
1505.6220000000	-51.3297815000
1505.6240000000	-51.3217648000
1505.6260000000	-51.3193316000
1505.6280000000	-51.3188149000
1505.6300000000	-51.3177354000
1505.6320000000	-51.3099346000
1505.6340000000	-51.2903734000
1505.6360000000	-51.2730249000
1505.6380000000	-51.2741169000
1505.6400000000	-51.2878355000
1505.6420000000	-51.2910510000
1505.6440000000	-51.2790725000
1505.6460000000	-51.2660606000
1505.6480000000	-51.2542312000
1505.6500000000	-51.2420190000
1505.6520000000	-51.2376847000
1505.6540000000	-51.2428217000
1505.6560000000	-51.2525230000
1505.6580000000	-51.2665512000
1505.6600000000	-51.2830636000
1505.6620000000	-51.2975661000
1505.6640000000	-51.3059159000
1505.6660000000	-51.3061122000
1505.6680000000	-51.3019065000
1505.6700000000	-51.3031295000
1505.6720000000	-51.3082284000
1505.6740000000	-51.2985935000
1505.6760000000	-51.2783475000
1505.6780000000	-51.2660288000
1505.6800000000	-51.2587884000
1505.6820000000	-51.2554738000
1505.6840000000	-51.2591594000
1505.6860000000	-51.2529494000
1505.6880000000	-51.2219991000
1505.6900000000	-51.1798610000
1505.6920000000	-51.1554054000
1505.6940000000	-51.1600649000
1505.6960000000	-51.1742187000
1505.6980000000	-51.1727376000
1505.7000000000	-51.1521263000
1505.7020000000	-51.1344934000
1505.7040000000	-51.1311941000
1505.7060000000	-51.1308672000
1505.7080000000	-51.1272045000
1505.7100000000	-51.1206916000
1505.7120000000	-51.1165712000
1505.7140000000	-51.1192961000
1505.7160000000	-51.1256620000
1505.7180000000	-51.1269337000
1505.7200000000	-51.1161595000
1505.7220000000	-51.0981575000
1505.7240000000	-51.0844650000
1505.7260000000	-51.0812172000
1505.7280000000	-51.0818850000
1505.7300000000	-51.0738264000
1505.7320000000	-51.0610947000
1505.7340000000	-51.0567518000
1505.7360000000	-51.0600686000
1505.7380000000	-51.0691049000
1505.7400000000	-51.0736782000
1505.7420000000	-51.0659216000
1505.7440000000	-51.0627729000
1505.7460000000	-51.0799852000
1505.7480000000	-51.1111842000
1505.7500000000	-51.1347899000
1505.7520000000	-51.1339662000
1505.7540000000	-51.1123174000
1505.7560000000	-51.0918642000
1505.7580000000	-51.0925352000
1505.7600000000	-51.1175760000
1505.7620000000	-51.1515712000
1505.7640000000	-51.1669223000
1505.7660000000	-51.1535829000
1505.7680000000	-51.1357533000
1505.7700000000	-51.1374431000
1505.7720000000	-51.1534768000
1505.7740000000	-51.1680242000
1505.7760000000	-51.1760815000
1505.7780000000	-51.1742813000
1505.7800000000	-51.1656245000
1505.7820000000	-51.1574215000
1505.7840000000	-51.1514260000
1505.7860000000	-51.1539456000
1505.7880000000	-51.1655434000
1505.7900000000	-51.1783095000
1505.7920000000	-51.1920064000
1505.7940000000	-51.2069757000
1505.7960000000	-51.2193903000
1505.7980000000	-51.2258869000
1505.8000000000	-51.2263280000
1505.8020000000	-51.2325025000
1505.8040000000	-51.2541431000
1505.8060000000	-51.2824336000
1505.8080000000	-51.3020584000
1505.8100000000	-51.3138712000
1505.8120000000	-51.3184711000
1505.8140000000	-51.3151505000
1505.8160000000	-51.3167781000
1505.8180000000	-51.3299834000
1505.8200000000	-51.3474629000
1505.8220000000	-51.3560161000
1505.8240000000	-51.3508999000
1505.8260000000	-51.3424649000
1505.8280000000	-51.3418502000
1505.8300000000	-51.3461029000
1505.8320000000	-51.3501237000
1505.8340000000	-51.3562093000
1505.8360000000	-51.3638340000
1505.8380000000	-51.3720650000
1505.8400000000	-51.3826727000
1505.8420000000	-51.4011122000
1505.8440000000	-51.4215801000
1505.8460000000	-51.4229003000
1505.8480000000	-51.4073613000
1505.8500000000	-51.3959024000
1505.8520000000	-51.3944863000
1505.8540000000	-51.3992932000
1505.8560000000	-51.4007899000
1505.8580000000	-51.3900954000
1505.8600000000	-51.3762959000
1505.8620000000	-51.3734916000
1505.8640000000	-51.3807056000
1505.8660000000	-51.3875995000
1505.8680000000	-51.3887860000
1505.8700000000	-51.3846301000
1505.8720000000	-51.3839421000
1505.8740000000	-51.4007651000
1505.8760000000	-51.4287499000
1505.8780000000	-51.4450659000
1505.8800000000	-51.4456824000
1505.8820000000	-51.4385457000
1505.8840000000	-51.4240767000
1505.8860000000	-51.4181293000
1505.8880000000	-51.4319004000
1505.8900000000	-51.4474667000
1505.8920000000	-51.4468794000
1505.8940000000	-51.4326205000
1505.8960000000	-51.4175996000
1505.8980000000	-51.4056237000
1505.9000000000	-51.4004229000
1505.9020000000	-51.4050882000
1505.9040000000	-51.4195424000
1505.9060000000	-51.4421930000
1505.9080000000	-51.4643350000
1505.9100000000	-51.4729133000
1505.9120000000	-51.4585166000
1505.9140000000	-51.4334246000
1505.9160000000	-51.4202561000
1505.9180000000	-51.4261845000
1505.9200000000	-51.4451871000
1505.9220000000	-51.4652689000
1505.9240000000	-51.4786530000
1505.9260000000	-51.4845355000
1505.9280000000	-51.4908164000
1505.9300000000	-51.5050979000
1505.9320000000	-51.5203449000
1505.9340000000	-51.5245351000
1505.9360000000	-51.5135288000
1505.9380000000	-51.4895993000
1505.9400000000	-51.4726380000
1505.9420000000	-51.4840432000
1505.9440000000	-51.5109827000
1505.9460000000	-51.5225992000
1505.9480000000	-51.5066589000
1505.9500000000	-51.4811710000
1505.9520000000	-51.4694614000
1505.9540000000	-51.4741724000
1505.9560000000	-51.4806800000
1505.9580000000	-51.4763171000
1505.9600000000	-51.4617355000
1505.9620000000	-51.4526295000
1505.9640000000	-51.4669989000
1505.9660000000	-51.4976605000
1505.9680000000	-51.5218914000
1505.9700000000	-51.5295708000
1505.9720000000	-51.5212015000
1505.9740000000	-51.5055504000
1505.9760000000	-51.4902831000
1505.9780000000	-51.4839998000
1505.9800000000	-51.4895149000
1505.9820000000	-51.4947161000
1505.9840000000	-51.4937393000
1505.9860000000	-51.4861733000
1505.9880000000	-51.4727081000
1505.9900000000	-51.4563199000
1505.9920000000	-51.4363354000
1505.9940000000	-51.4182221000
1505.9960000000	-51.4122344000
1505.9980000000	-51.4197377000
1506.0000000000	-51.4311999000
1506.0020000000	-51.4380979000
1506.0040000000	-51.4360413000
1506.0060000000	-51.4243596000
1506.0080000000	-51.4144606000
1506.0100000000	-51.4183930000
1506.0120000000	-51.4342700000
1506.0140000000	-51.4414902000
1506.0160000000	-51.4341043000
1506.0180000000	-51.4239229000
1506.0200000000	-51.4128435000
1506.0220000000	-51.4076980000
1506.0240000000	-51.4086752000
1506.0260000000	-51.4100025000
1506.0280000000	-51.4109103000
1506.0300000000	-51.4108696000
1506.0320000000	-51.4149729000
1506.0340000000	-51.4236348000
1506.0360000000	-51.4321607000
1506.0380000000	-51.4356551000
1506.0400000000	-51.4349226000
1506.0420000000	-51.4315623000
1506.0440000000	-51.4207086000
1506.0460000000	-51.4094773000
1506.0480000000	-51.4118763000
1506.0500000000	-51.4283438000
1506.0520000000	-51.4427246000
1506.0540000000	-51.4357628000
1506.0560000000	-51.4164854000
1506.0580000000	-51.4091140000
1506.0600000000	-51.4220283000
1506.0620000000	-51.4437447000
1506.0640000000	-51.4649576000
1506.0660000000	-51.4830135000
1506.0680000000	-51.4891810000
1506.0700000000	-51.4792610000
1506.0720000000	-51.4616182000
1506.0740000000	-51.4504090000
1506.0760000000	-51.4454852000
1506.0780000000	-51.4453736000
1506.0800000000	-51.4501352000
1506.0820000000	-51.4509725000
1506.0840000000	-51.4527912000
1506.0860000000	-51.4654698000
1506.0880000000	-51.4862910000
1506.0900000000	-51.5023798000
1506.0920000000	-51.5046282000
1506.0940000000	-51.4982795000
1506.0960000000	-51.4991044000
1506.0980000000	-51.5172220000
1506.1000000000	-51.5400676000
1506.1020000000	-51.5472092000
1506.1040000000	-51.5353691000
1506.1060000000	-51.5152376000
1506.1080000000	-51.4929811000
1506.1100000000	-51.4818155000
1506.1120000000	-51.4943193000
1506.1140000000	-51.5178665000
1506.1160000000	-51.5278409000
1506.1180000000	-51.5142553000
1506.1200000000	-51.4893374000
1506.1220000000	-51.4723394000
1506.1240000000	-51.4617803000
1506.1260000000	-51.4492585000
1506.1280000000	-51.4339001000
1506.1300000000	-51.4145659000
1506.1320000000	-51.3984369000
1506.1340000000	-51.3951722000
1506.1360000000	-51.4099312000
1506.1380000000	-51.4396251000
1506.1400000000	-51.4659024000
1506.1420000000	-51.4681306000
1506.1440000000	-51.4484601000
1506.1460000000	-51.4307056000
1506.1480000000	-51.4323044000
1506.1500000000	-51.4519168000
1506.1520000000	-51.4756626000
1506.1540000000	-51.4844235000
1506.1560000000	-51.4732241000
1506.1580000000	-51.4592276000
1506.1600000000	-51.4542308000
1506.1620000000	-51.4516236000
1506.1640000000	-51.4369408000
1506.1660000000	-51.4111773000
1506.1680000000	-51.3955410000
1506.1700000000	-51.4006907000
1506.1720000000	-51.4154019000
1506.1740000000	-51.4182013000
1506.1760000000	-51.4027740000
1506.1780000000	-51.3787248000
1506.1800000000	-51.3584572000
1506.1820000000	-51.3515404000
1506.1840000000	-51.3498380000
1506.1860000000	-51.3431749000
1506.1880000000	-51.3297021000
1506.1900000000	-51.3115795000
1506.1920000000	-51.3057769000
