# Wavelength [nm]	Power [dBm]
1530.5960000000	-100.0000000000
1530.5980000000	-100.0000000000
1530.6000000000	-100.0000000000
1530.6020000000	-100.0000000000
1530.6040000000	-100.0000000000
1530.6060000000	-100.0000000000
1530.6080000000	-100.0000000000
1530.6100000000	-100.0000000000
1530.6120000000	-100.0000000000
1530.6140000000	-100.0000000000
1530.6160000000	-100.0000000000
1530.6180000000	-100.0000000000
1530.6200000000	-100.0000000000
1530.6220000000	-100.0000000000
1530.6240000000	-100.0000000000
1530.6260000000	-100.0000000000
1530.6280000000	-100.0000000000
1530.6300000000	-100.0000000000
1530.6320000000	-100.0000000000
1530.6340000000	-100.0000000000
1530.6360000000	-100.0000000000
1530.6380000000	-96.7023403000
1530.6400000000	-93.9546486000
1530.6420000000	-100.0000000000
1530.6440000000	-100.0000000000
1530.6460000000	-100.0000000000
1530.6480000000	-100.0000000000
1530.6500000000	-100.0000000000
1530.6520000000	-96.1247002000
1530.6540000000	-88.7062995000
1530.6560000000	-89.5804522000
1530.6580000000	-89.3182045000
1530.6600000000	-88.3538002000
1530.6620000000	-85.0216185000
1530.6640000000	-84.0353746000
1530.6660000000	-84.1739827000
1530.6680000000	-84.1426195000
1530.6700000000	-83.5663409000
1530.6720000000	-82.4481496000
1530.6740000000	-81.6352462000
1530.6760000000	-81.1617020000
1530.6780000000	-80.5774692000
1530.6800000000	-80.1783952000
1530.6820000000	-80.3089407000
1530.6840000000	-80.2980861000
1530.6860000000	-80.4281157000
1530.6880000000	-80.9911747000
1530.6900000000	-81.0623781000
1530.6920000000	-80.6517704000
1530.6940000000	-80.4842809000
1530.6960000000	-80.2350671000
1530.6980000000	-79.3474760000
1530.7000000000	-79.4177977000
1530.7020000000	-80.6797922000
1530.7040000000	-81.2089379000
1530.7060000000	-81.0629259000
1530.7080000000	-81.3612385000
1530.7100000000	-81.5099100000
1530.7120000000	-82.1101272000
1530.7140000000	-82.1674773000
1530.7160000000	-81.6996301000
1530.7180000000	-81.5358398000
1530.7200000000	-81.5682389000
1530.7220000000	-82.5542507000
1530.7240000000	-85.4097223000
1530.7260000000	-89.7184731000
1530.7280000000	-93.2847431000
1530.7300000000	-88.9261265000
1530.7320000000	-87.1795191000
1530.7340000000	-90.1709560000
1530.7360000000	-96.1636941000
1530.7380000000	-90.2642260000
1530.7400000000	-88.0559023000
1530.7420000000	-88.1470502000
1530.7440000000	-88.4630865000
1530.7460000000	-89.0550175000
1530.7480000000	-91.4206371000
1530.7500000000	-91.3805471000
1530.7520000000	-90.9020386000
1530.7540000000	-94.2280255000
1530.7560000000	-91.7314522000
1530.7580000000	-87.1704930000
1530.7600000000	-85.1025950000
1530.7620000000	-85.3804315000
1530.7640000000	-87.9000983000
1530.7660000000	-91.6562833000
1530.7680000000	-89.4452153000
1530.7700000000	-87.8535114000
1530.7720000000	-86.2850718000
1530.7740000000	-84.0227337000
1530.7760000000	-82.9032657000
1530.7780000000	-82.2291129000
1530.7800000000	-81.9515837000
1530.7820000000	-81.8394424000
1530.7840000000	-81.6042817000
1530.7860000000	-81.4493281000
1530.7880000000	-81.4952370000
1530.7900000000	-81.5794992000
1530.7920000000	-81.8112324000
1530.7940000000	-82.1246119000
1530.7960000000	-82.6348167000
1530.7980000000	-82.8189835000
1530.8000000000	-82.0485509000
1530.8020000000	-81.0984775000
